,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,ME1 BM5,ME1 BM6,ME1 BM7,ME1 BM8,ME1 BM9,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME2 BM6,ME2 BM7,ME2 BM8,ME2 BM9,ME2 BM10,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME3 BM6,ME3 BM7,ME3 BM8,ME3 BM9,ME3 BM10,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,ME4 BM6,ME4 BM7,ME4 BM8,ME4 BM9,ME4 BM10,ME5 BM1,ME5 BM2,ME5 BM3,ME5 BM4,ME5 BM5,ME5 BM6,ME5 BM7,ME5 BM8,ME5 BM9,ME5 BM10,ME6 BM1,ME6 BM2,ME6 BM3,ME6 BM4,ME6 BM5,ME6 BM6,ME6 BM7,ME6 BM8,ME6 BM9,ME6 BM10,ME7 BM1,ME7 BM2,ME7 BM3,ME7 BM4,ME7 BM5,ME7 BM6,ME7 BM7,ME7 BM8,ME7 BM9,ME7 BM10,ME8 BM1,ME8 BM2,ME8 BM3,ME8 BM4,ME8 BM5,ME8 BM6,ME8 BM7,ME8 BM8,ME8 BM9,ME8 BM10,ME9 BM1,ME9 BM2,ME9 BM3,ME9 BM4,ME9 BM5,ME9 BM6,ME9 BM7,ME9 BM8,ME9 BM9,ME9 BM10,BIG LoBM,ME10 BM2,ME10 BM3,ME10 BM4,ME10 BM5,ME10 BM6,ME10 BM7,ME10 BM8,ME10 BM9,BIG HiBM
194309,0.84,0.33,1.01,0.96,1.33,1.31,1.67,1.2,1.36,1.16,-99.99,2.4,3.2,2.76,3.12,2.76,2.87,3.19,3.07,2.62,5.98,4.38,4.63,4.92,4.85,4.66,4.63,4.51,4.32,3.76,7.38,7.56,6.76,7.09,6.63,7.02,7.12,7.25,7.42,6.66,9.15,10.08,9.62,8.95,9.57,8.77,10.04,9.97,9.13,9.48,14.01,13.44,14.06,13.16,13.77,13.2,13.67,13.99,12.86,12.47,19.86,19.44,20.62,19.04,20.07,17.99,18.69,17.5,18.77,18.39,34.9,33.06,35.25,34.95,31.24,33.9,29.23,36.68,30.12,29.97,67.72,69,72.42,67.41,77.48,61.21,53.24,64.51,78.56,83.87,453.61,261.12,530.24,255.62,225.27,265.29,237.46,251.07,145.01,103.96
194310,0.86,0.36,1,0.93,1.32,1.34,1.68,1.29,1.45,1.21,-99.99,2.67,3.15,2.86,3.2,2.81,2.89,3.32,3.25,2.8,5.57,4.41,4.73,5.14,4.92,4.7,4.8,4.76,4.51,4.04,8.11,7.92,6.79,7.26,6.5,7.24,7.24,7.34,8.14,7.24,9.21,10.32,9.67,9.06,9.8,9.2,10.29,9.92,9.69,9.98,14.04,13.38,14.61,13.29,14.06,13.76,14.04,13.69,13.35,14.3,20.01,19.9,20.83,19.5,20.61,19.18,19.68,17.35,19.16,18.96,34.61,33.29,36.45,35.8,32.71,34.1,30.08,37.47,30.18,30.41,68.7,70.6,73.16,69.24,78.86,63.43,59.42,65.84,78.46,84.66,463.48,267.42,535.82,256.24,228.99,266.62,243.58,255.79,147.74,118.46
194311,0.87,0.34,1.11,0.96,1.32,1.3,1.68,1.29,1.42,1.18,-99.99,2.58,3.36,2.77,3.24,2.82,2.9,3.53,3.24,2.71,5.3,4.14,4.74,5.15,4.81,4.74,4.86,4.73,4.5,4.03,8.1,7.59,7,7.23,6.52,7.43,7,8.79,7.53,7.32,9.41,10.11,9.6,8.95,9.7,8.78,10.19,9.98,9.66,9.74,13.66,13.38,14.31,13.35,14.33,13.63,14.48,13.61,13.1,13.71,19.56,19.53,21.39,19.07,20.26,19.03,20.29,18.08,19.27,17.69,33.84,32.52,35.27,35.09,32.9,32.09,29.64,38.35,29.97,33.58,67.3,69.7,72.76,67.14,77.78,61.96,58.96,64.65,79.92,82.61,454.05,264.31,531.15,251.57,229.02,257.14,246.32,257.3,142.59,116.05
194312,0.7,0.33,1,0.81,1.15,1.07,1.5,1.12,1.24,1.02,-99.99,2.24,3.1,2.76,3.02,2.64,2.6,3.16,2.85,2.2,4.35,3.77,4.38,4.79,4.48,4.36,4.23,4.29,3.75,3.24,7.44,6.99,6.26,6.51,6.1,7.01,6.4,9.4,6.67,5.92,8.9,9.44,8.92,8.03,8.82,7.83,9.26,8.93,8.57,8.05,12.49,12.29,13.41,12.47,13.3,12.21,13.29,12.39,11.49,11.51,18.42,17.5,20.25,17.6,18.56,16.94,17.85,16.25,17.46,14.62,31.61,29.8,32.49,33.47,29.26,28.82,27.07,34.92,26.56,27.62,62.45,63.49,67.76,61.94,71.52,57.17,50.44,58.63,69.93,68.42,432.97,247.6,507.14,239.6,213.4,235.81,224.81,233.47,123.47,95.09
194401,0.77,-99.99,1.46,0.86,1.3,1.24,1.86,1.28,1.35,1.17,-99.99,2.44,2.99,2.87,3.24,2.89,2.83,3.67,3.19,2.45,4.89,4.12,4.49,5.06,5.26,4.71,4.58,4.71,4.11,3.73,7.85,7.43,6.72,6.95,6.06,7.84,6.97,10.55,7.21,7.07,9.28,10.08,9.64,9,9.36,8.6,10.35,9.82,9.75,8.39,13.29,13.27,14.89,12.72,14.25,13.2,13.89,13.31,13.71,14.02,19.68,18.82,20.93,18.68,19.75,19.04,20.37,17.94,19.89,16.73,33.29,31.75,34.92,36.03,30.94,31.59,29.08,36.01,27.45,30.85,66.51,68.04,72.22,64.65,78.42,62.1,56.15,62.7,73.16,77.99,450.62,262.38,530.7,251.85,221.69,251.2,240.08,243.5,131.06,100.73
194402,0.92,-99.99,1.35,1.02,1.42,1.33,2.22,1.29,1.5,1.28,-99.99,2.5,3.3,3.13,3.39,3,2.84,3.83,3.34,2.77,5.03,4.3,4.82,5.2,5.27,4.7,5.42,4.89,4.42,4.08,7.97,7.81,7.11,7.31,6.22,8.37,7.18,10.75,7.47,7.96,9.7,10.33,10.12,9.38,9.61,8.95,10.81,10.11,10.17,8.77,13.62,13.93,15.03,13.12,14.45,13.7,14.68,13.34,14.29,15.74,19.98,19.04,20.91,19.16,20.4,19.56,20.95,19.22,20.29,18.46,33.66,32.89,35.06,36.85,31.34,32.78,29.14,37.68,28.77,31.75,67.9,68.98,73.94,65.53,79,61.61,57.01,65.32,76.36,88.11,450.66,267.35,534.08,253.13,224.97,264.71,237.34,251.78,139.86,110.4
194403,0.87,-99.99,1.46,1.04,1.35,1.32,2.29,1.33,1.59,1.38,-99.99,2.7,3.2,3.21,3.53,3.04,2.92,3.9,3.45,2.75,5.57,4.44,4.71,5.27,5.34,4.67,5.27,5.04,4.34,4.28,8.08,7.89,7.01,7.31,6.51,8.41,7.24,8.77,7.7,8.68,9.35,10.7,10.25,9.31,9.68,8.94,10.77,10.05,10.21,9.27,14.08,14.31,15.1,13.23,14.25,13.59,14.67,13.7,14.85,17.69,19.43,19.22,20.67,19.13,20.45,19.25,20.4,20.23,20.36,20.06,34.45,32.54,35.91,37.39,31.94,33.32,28.62,37.11,30.48,34.34,67.42,68.95,72.56,66.22,79.63,61.01,58.17,65.12,78.36,90.14,449.12,264.65,531.82,252.58,227.04,258.53,239.39,252.47,151.69,115.24
194404,0.96,-99.99,1.35,1.11,1.39,1.34,2.28,1.34,1.7,1.45,-99.99,2.9,4.13,3.45,3.81,3.06,2.97,4.31,3.64,3.11,5.57,4.59,4.74,5.4,5.38,5.06,5.65,5.22,4.53,5.14,8.21,7.95,7.08,7.54,6.36,8.72,7.31,9.05,8.52,10.64,9.39,11.02,10.25,9.71,10.01,9.21,11.01,10.22,10.89,9.87,14.34,14.59,15.66,13.83,14.75,14.22,15.71,14.14,15.41,17.47,19.14,19.3,21.95,19.95,20.94,20.6,21.2,22.37,20.99,20.2,34.45,33.22,36.34,37.42,31.29,34.24,30.09,38.11,31.05,34.98,67.81,70.1,74.99,67.71,85.25,63.23,63.17,70,81.49,95.46,461.6,268.71,534.12,257.58,226.38,263.22,243.33,256.84,158.97,121.69
194405,0.9,-99.99,1.46,0.98,1.37,1.31,2.2,1.33,1.68,1.36,-99.99,2.75,4.44,3.39,3.67,2.97,2.93,4.19,3.46,3.16,5.3,4.64,4.61,5.32,5.05,4.87,5.65,5,4.32,4.53,8.08,7.81,6.88,7.42,6.19,8.56,7,8.46,8.42,9.84,8.88,10.88,10.06,9.2,9.66,8.81,10.55,9.89,10.7,9.45,13.77,14.11,15.4,13.09,14.19,13.71,15.62,13.7,15.15,17.84,19.3,18.71,21.41,19.58,20.06,19.8,20.68,21.23,20.03,19.02,33.52,31.91,35.23,36.72,30.51,32.9,28.61,37.28,28.52,33.39,67.41,67.96,72.47,65.67,83.7,61.57,60.96,66.41,84.32,92.95,454.92,266.9,527.79,254.62,222.66,259.13,240.79,256.31,158.67,113.63
194406,0.94,-99.99,1.46,1.09,1.44,1.58,2.38,1.46,1.81,1.45,-99.99,2.96,4.65,3.43,4.04,3.32,3.18,4.24,3.77,3.55,5.44,4.86,4.97,5.5,5.42,4.98,6.15,5.22,4.61,4.95,8.37,8.1,6.94,8,6.39,9.04,7.28,9.05,9.06,10.62,9.53,11.85,10.44,10.35,10.25,9.37,11.15,10.66,11.22,9.95,14.51,14.52,16.17,14.04,15.11,14.57,16.03,14.56,17.35,18.64,21.04,19.29,22.12,21.16,20.87,21.99,22.83,23.29,22.08,19.48,34.87,33,36.7,38.81,31.97,33.04,31.06,39.22,30.79,36.66,69.75,71.25,76.95,69.66,90.96,65.36,64.85,69.47,89.02,99.46,472.86,275.62,549.2,259.84,229.84,265.64,247.98,263.76,163.82,116.85
194407,1.2,1.77,1.61,1.27,1.68,1.75,2.65,2.2,1.97,1.63,-99.99,4.03,3.63,4.21,3.92,4.17,4.13,4.04,4.06,3.72,6.36,6.43,5.92,5.87,5.93,5.9,6.24,6,6.08,5.86,9.23,8.88,8.33,8.8,8.83,8.64,8.7,8.73,8.48,8.55,11.81,12.27,11.46,11.56,12.18,11.62,12.74,11.24,12.47,11.45,16.02,16.79,17.18,16.14,16.72,16.55,16.93,16.19,16.15,16.47,24.62,24.51,22.27,24.08,23.06,23.14,23.75,23.62,21.78,24.25,37.15,38.71,37.64,37.25,37.9,33.6,35.52,34.75,40.32,38.13,78.95,76.83,78.12,78.91,81.83,62.41,77.2,80.92,83.03,88.68,554.21,277.73,533.22,423.3,272.05,170.47,329.65,291.85,237.99,135.19
194408,1.06,1.66,1.47,1.22,1.53,1.78,2.58,2.25,1.87,1.58,-99.99,3.94,3.52,4.13,3.83,4.19,4.23,4.01,3.86,3.61,6.5,6.19,6.04,5.67,5.8,5.94,5.9,5.83,6.16,5.83,9.02,8.83,8.5,8.81,8.37,8.49,8.59,8.64,8.26,8.34,11.5,12.56,11.44,11.15,12.38,11.67,12.93,10.88,11.98,13.22,15.88,16.75,16.95,16.52,16.16,16.25,16.61,15.88,15.41,16.43,24.3,24.34,22.1,23.04,22.19,22.98,23.79,22.88,21.65,25.06,37.09,39.06,37.31,37.37,37.54,32.93,34.32,33.12,39.62,36.98,78.32,74.87,76.31,74.48,79.52,62.45,75,80.15,81.56,97.11,540.05,275.64,525.66,418.71,268.55,168.11,324.77,289.77,234.37,134.77
194409,1.56,1.83,1.65,1.32,1.48,1.94,2.69,2.33,2,1.61,-99.99,3.97,3.71,4.1,3.88,4.22,4.34,4.02,4.05,3.56,6.51,6.96,6.16,5.95,5.9,6.21,6.32,5.99,6.15,5.72,8.8,9.05,8.93,9.03,9.05,8.73,8.82,8.97,8.3,8.08,11.7,12.99,12.92,11.58,12.66,12.24,13.28,11.19,12.26,12.83,15.91,17.43,17.01,16.82,16.88,16.58,16.96,16.47,15.95,16.48,24.12,24.64,22.2,23.57,23.52,23.66,24.48,24.92,22.25,25.43,37.16,39.11,38.93,38.72,38.14,32.14,34.7,33.85,40.18,36.18,79.71,76.35,77.16,76.96,81.6,64.63,74.86,82.84,80.68,96.8,545.55,278.49,525.72,414.58,270.3,169,322.76,287.57,236.05,131.31
194410,1.39,1.79,1.92,1.27,1.47,1.88,2.79,2.28,1.99,1.6,-99.99,4,3.95,4.1,4,4.4,4.3,3.97,4.07,3.5,6.68,7.9,6.14,5.77,5.82,6.23,6.25,6.01,6.23,5.68,8.76,9.08,8.74,9.27,8.64,8.58,8.88,8.79,8.35,8.26,12.4,12.89,13.01,11.53,12.67,12.02,13.27,11.2,12.21,12.24,15.87,17.2,17.18,16.83,16.77,16.03,17.09,17,16.75,15.93,23.87,24.26,21.59,23.08,23.41,23.6,24.14,25.14,21.96,24.41,37.31,38.81,38.59,38.08,37.65,31.9,37.16,33.69,39.87,36.72,79.69,77.12,77.05,76.07,81.27,63.29,73.4,81.54,79.1,98.67,546.68,278.76,521.02,408.83,271.86,168.46,326.68,281.59,235.93,131.55
194411,1.34,1.74,1.98,1.29,1.52,1.9,2.76,2.24,2.01,1.59,-99.99,4.05,3.76,4.21,4.1,4.37,4.32,4.01,4.01,3.65,6.7,8.29,6.1,5.75,5.82,6.25,6.2,5.89,6.33,5.55,8.44,8.83,8.85,9.41,8.63,8.7,9,8.96,8.22,7.97,12.13,12.96,13.36,11.72,12.66,11.9,13.19,10.98,11.92,12.14,15.47,16.96,17.1,17.12,16.95,15.97,17.3,16.51,17.17,15.52,23.46,24.09,21.29,23.18,23.07,23.46,24.22,24.74,21.56,23.61,37.8,38.1,38.74,37.47,36.94,32.09,37.94,33.67,40.07,36.66,79.58,76.01,77.37,74.57,81.9,64.11,73.4,78.51,79.95,102.42,545.21,276.97,524.42,416.27,275.38,169.5,326.43,280.13,237.49,130.75
194412,1.39,1.86,1.89,1.23,1.56,1.92,3.02,2.3,1.99,1.63,-99.99,4.01,3.58,4.25,4.19,4.46,4.45,4.17,4.07,3.61,6.9,8.35,6.19,5.83,6.06,6.6,6.43,6.05,6.37,6.08,8.77,8.93,8.84,9.43,8.72,8.83,9.08,9.19,8.28,8.27,12.14,13.06,13.25,12.7,12.66,12.03,13.07,11.16,12.62,12.74,15.3,17.07,17.44,17.09,16.73,16.2,17.78,16.56,16.92,15.66,23.92,24.19,21.39,23.51,23.4,23.88,24.35,26.36,21.82,22.68,37.7,38.95,39.48,38.21,37.91,31.96,38.89,34.55,40.61,38.18,78.91,75.72,77.33,75.29,85.45,65.15,76.04,78.78,79.78,104.29,548.53,277.56,531.02,419.08,273.19,172.7,327.36,284.75,238.94,140.23
194501,1.3,1.77,1.92,1.26,1.75,2.12,3.34,2.35,2.16,1.91,-99.99,3.16,4.01,4.12,4.43,4.62,4.71,4.46,4.66,4.18,7.89,9.32,6.44,6.06,6.29,7.09,6.75,6.39,6.52,7.1,8.97,9.34,9.24,9.99,9.4,9.63,9.68,9.73,8.83,10.36,12.43,14.02,13.99,13.47,13.37,12.59,14.63,11.58,14.02,13.44,15.97,17.75,18.45,19.43,17.4,17.22,18.26,17.18,18.56,17.69,24.21,25.32,22.45,24.5,25.89,25.21,26.61,28.4,22.71,26.1,38.32,40.44,40.94,39.76,38.95,32.93,39.59,35.27,44.11,45.92,81.88,77.23,79.06,78.21,90.83,68.29,79.39,82.85,88.25,120.53,556.43,283.61,537.51,432.73,285.41,176.79,340.02,301.87,257.01,170.56
194502,1.79,2.29,2.05,1.48,1.81,2.33,3.43,2.61,2.25,2.02,-99.99,3.37,4.06,4.35,4.59,4.96,4.94,4.57,4.85,4.23,8.05,9.89,6.64,6.49,6.77,7.18,7.46,6.58,6.88,7.78,9.06,9.88,9.39,10.29,9.88,9.98,10.26,10.18,9.35,9.96,12.61,15.15,15.19,14.25,13.63,12.96,15.09,11.76,14.92,13.65,16.81,18.09,18.98,19.37,18.25,18.03,19.15,17.68,19.42,18.06,25,25.56,22.57,25.15,26.42,26.23,26.65,28.58,24.66,27.19,39.86,41.21,42.94,40.92,39.75,34.18,40.09,36.69,45.5,44.14,83.8,79.04,80.77,80.64,90.53,70.47,84.08,89.97,88.81,119.28,559.91,286.01,529.89,443.95,294.11,184.55,353.52,325.1,268.03,159.57
194503,1.88,2.28,2.05,1.58,2.15,2.78,3.94,2.8,2.53,2.29,-99.99,3.91,4.21,4.57,4.87,5.37,5.18,4.89,5.36,4.63,8.69,10.35,7.17,6.76,7.73,7.6,7.95,7.22,7.49,8.8,10.05,10.47,9.88,11.4,11.06,10.63,10.82,11.23,10.36,11.29,13.45,16.16,15.87,15.22,14.92,14.15,16.49,13.24,15.77,15.9,17.7,19.4,19.83,20.84,19.78,19.52,21.03,18.83,21.47,20.62,26.4,26.88,24.07,27.05,28.88,27.9,28.04,34.08,26.72,32.4,41.74,45,44.9,43.59,42.09,36.39,43.54,40.03,51.61,51.23,87.83,83.49,86,88.29,96.16,75.35,95.46,94.45,96.73,127.4,588.05,295.58,550.09,467.42,308.08,187.7,370.23,351.75,289.69,173.91
194504,1.46,2.1,2.01,1.4,1.99,2.29,3.51,2.45,2.21,2,-99.99,3.83,3.59,4.39,4.44,4.91,4.84,4.49,4.77,4.06,8.3,10.07,6.76,6.35,7.1,7.33,7.44,7,7.08,8.89,10.15,9.82,9.5,10.42,9.98,9.98,10.35,10.73,10.05,11.26,12.92,15.49,14.94,13.98,14.69,13.16,15.26,12.23,14.68,14.66,17.19,18.06,18.66,19.73,18.51,18.17,19.73,17.74,19.61,18.95,24.77,25.65,23.05,25.61,26.67,26.8,26.5,31.36,25.09,29.82,40.52,42.78,43.6,41.38,40.84,35.19,42.39,38.4,48.16,51.54,84.37,78.2,82.8,81.41,92.66,70.8,87.28,91.53,92.35,119.28,562.97,286.84,539.68,446.35,295.91,181.15,350.74,329.22,278.72,167.72
194505,1.63,2.14,2.32,1.53,2.28,2.48,4.05,2.65,2.4,2.19,-99.99,3.83,4.13,4.52,4.74,5.48,5.23,4.76,5.11,4.4,8.59,11.15,7.05,6.76,7.65,8.01,8.27,7.39,7.46,10.61,10.52,10.59,10.13,11.39,11.16,10.96,11.1,11.55,11.23,13.68,14.5,16.41,16.12,15.71,15.71,14.11,16.74,13.24,16.12,15.59,18.89,19.38,20.28,22.41,19.83,19.25,20.99,19.16,22.48,21.69,26.21,27.23,24.45,28.24,28.39,29.74,27.46,35.52,28.67,35.38,43.1,46.11,46.25,45.56,43.85,37.33,45.8,39.8,49.64,60.07,91.02,85.01,90.29,90.18,101.08,75.92,93.13,98.25,98.09,136.45,604.31,307.86,558.86,480.28,318.33,192.74,378.27,361.15,308.57,193.16
194506,1.49,2.27,2.27,2.01,2.41,2.46,4.15,2.66,2.62,2.37,-99.99,3.79,4.78,4.7,4.98,5.62,5.4,4.77,5.32,4.56,8.69,11.67,7.32,6.98,7.81,8.32,8.55,7.47,8.12,10.74,10.29,11.03,10.54,11.06,10.89,11.07,11.23,11.71,11.68,15.42,14.57,17.06,15.94,15.97,16.11,14.43,16.52,13.43,16.43,15.71,18.17,19.61,21,21.42,20.63,19.75,22.04,20.56,22.3,22.76,27.23,27.79,25.42,29.07,30.24,29.48,28.61,35.32,28.87,36.81,44.03,46.58,46.53,45.05,45.08,38.44,45.51,39.69,52.08,60.4,89.95,88.01,90.5,92.08,103.79,74.9,91.99,98.05,97.47,130.21,606.41,321.16,577.2,478.11,315.71,194.11,375.56,354.75,310.06,196.79
194507,2.8,2.15,2.2,3.38,3.49,2.93,3.26,3.01,2.85,2.6,6.59,5.21,5.75,5.95,5.35,6.12,5.6,5.47,5.47,5.51,8.06,8.79,8.72,8.33,8.76,8.34,8.56,8.57,8.82,8.33,11.6,11.35,12.27,11.42,10.81,11.41,11.8,11.59,11.66,11.74,16.65,16.38,15.81,16.34,15.97,15.91,15.81,15.87,15.95,15.97,21.47,20.89,20.34,21.43,21.85,20.7,19.79,20.42,20.16,20.53,30.82,29.27,28.36,30.64,29.5,29.26,31.21,29.32,30.3,28.37,46.15,46.22,50.12,45.67,48.55,48.92,47.26,45.51,50.12,43.69,99.59,89.36,94.47,86.44,108.65,83.28,78.56,103.73,67.25,69.82,631.54,310.72,231.54,863.06,405.66,335.46,320.38,279.77,296.16,217.63
194508,2.65,2.07,2.13,3.1,3.24,2.85,3.22,2.78,2.71,2.55,7.17,4.69,5.34,5.91,5.11,5.84,5.4,5.3,5.28,5.09,8.21,8.52,8.27,8.1,8.25,8.01,8.33,8.29,8.45,7.57,11.17,11.38,11.68,10.92,10.46,10.97,11.48,10.97,11.28,10.49,15.92,15.89,15.42,15.66,14.98,15.32,15.43,14.82,15.15,14.53,20.5,19.9,19.85,20.84,20.96,20.27,19.13,19.53,19.35,18.7,32.02,28.38,27.41,29.28,29.46,27.99,30.44,27.75,28.76,26.15,46.06,44.49,47.78,43.55,47.55,49.1,44.01,43.94,47.54,40.72,94.87,84.84,91.85,81.09,102.92,82.74,79.98,99.63,65.5,65.22,625.45,308.13,232.04,876.89,391.23,327.66,314.03,270.13,286.66,201.84
194509,2.85,2.04,2.35,3.43,3.44,3.07,3.49,3.05,2.86,2.58,6.78,4.58,6.14,6.41,5.55,6.18,5.59,5.49,5.6,5.38,9.2,8.98,8.91,8.64,8.83,8.82,8.86,8.58,8.65,8.18,11.69,11.41,12.5,11.7,11.05,11.63,12.42,11.52,12.31,10.39,17.24,17.59,16.5,18.37,16.25,16.73,15.6,16.41,15.95,14.25,22.4,21.82,20.73,21.58,22.89,21.09,20.93,20.82,19.93,19.31,33.3,32.41,29.04,32.54,30.34,31.04,31.78,30.09,30.1,26.26,48.34,47.19,51.11,47.4,52.29,54.13,46.84,46.5,49.86,38.49,102.11,97.15,99.8,90.44,111.61,88.21,82.67,103.11,69.9,66.47,673.15,337.94,249.96,890.24,405.47,333.88,319.09,270.41,293.97,199.58
194510,2.88,2.2,2.55,3.55,3.52,3.28,3.71,3.17,3.06,2.77,9.88,4.83,6.79,6.82,5.65,6.36,5.97,5.86,6.14,5.64,9.16,9.86,9.2,9.03,9.47,9.42,9.32,8.94,9.44,8.72,11.98,11.44,14.14,12.61,11.41,12.55,13.68,11.87,13.31,11.02,17.67,18.97,17.74,19.64,17.49,17.52,16.71,17.62,16.88,14.55,22.78,23.79,21.71,22.95,24.27,22.56,22.04,22.57,21.25,20.21,34.36,33.74,30.36,35.4,32.44,33.24,34.22,32.11,32.89,27.33,50.72,49.11,52.06,50.78,54.71,56.11,50.62,47.8,53.88,44.98,108.7,98.91,103.83,94.21,122.43,91.14,92.08,105.93,73.05,71.26,706.04,353.99,249.45,902,412.61,348.06,335.17,277.93,306.42,217.1
194511,2.82,2.97,2.63,4.1,3.93,3.74,4.25,3.42,3.54,3.15,10.85,5.8,7.09,7.84,6.27,6.89,6.47,6.83,6.66,5.78,9.79,10,10.03,9.5,10.14,9.33,9.84,9.11,10.23,8.75,12.86,12.48,14.7,13.62,12.01,13.56,14.25,13.25,14.08,11.53,19.56,19.46,18.21,19.75,17.98,18.58,18.05,17.69,18.27,14.99,24.03,24.72,22.65,23.34,25.75,24.54,23.35,23.94,22.05,20.97,36.71,36.7,31.6,36.36,35.05,36.11,36.06,34.18,33.77,26.65,51.88,51.08,53.59,52.43,57.19,58.61,52.64,50.38,59.37,49.82,119.31,97.91,106.8,101.24,134.73,94.2,96.92,111.53,81.79,74.88,715.69,362.29,251.93,929.85,434.35,362.93,357.44,301.31,316.37,226.43
194512,3.28,3.31,2.99,4.5,5.2,4.23,4.59,3.94,4.14,3.56,11.24,6.05,8.01,8.19,6.68,7.91,7.19,7.82,7.24,6.2,10.98,11.35,10.6,10.1,10.92,9.92,11.86,10.3,11.52,9.61,13.88,15,16.41,14.17,13.12,14.22,15.97,14.23,15.3,12.17,19.75,20.53,20.5,22.8,19.33,20.1,19.24,19.81,20.16,17.02,27.9,26.47,25.1,25.72,26.33,25.97,25.43,25.93,23.52,21.78,40.11,38.1,33.68,40.25,36.32,40.04,39.58,38.05,36.5,28.98,54.66,54.81,59.97,56.93,61.55,64.4,54.61,55.52,69.89,62,125.61,101.76,108.42,102.87,141.19,95.62,102.45,118.5,96.41,82.48,719.83,372.43,254.12,975.55,452.98,378.2,375.54,311.12,327.84,256.29
194601,3.5,3.46,3.03,4.37,5.02,4.42,4.74,4.06,4.2,3.63,12.4,6.22,8.2,8.48,7.09,8.4,7.27,8.07,7.43,6.44,10.64,11.65,10.68,10.95,11.08,10.25,12.42,10.52,11.36,10.13,14.08,17.2,17.5,14.55,13.43,14.74,16.52,14.49,15.78,12.98,20.28,21.05,21.06,22.37,19.69,19.93,20.23,19.76,20,16.23,28.4,26.7,24.98,25.05,27.51,26.2,27.5,26.73,23.92,21.53,41.47,39.3,33.9,41.48,40.67,40.65,39.76,41.46,38.58,28.67,54.05,56.51,58.21,58.99,62.26,62.4,56.45,55.3,68,61.83,126.17,103.84,112.59,102.73,155.61,95.12,100.89,119.84,97.26,81.33,732.47,374.72,254.08,963.66,450.62,380.04,373.54,303.87,325.29,250.99
194602,5.02,5.83,3.72,4.62,5.56,5.07,5.32,4.49,4.62,4.23,16.27,6.72,8.49,9.57,7.9,9.24,8.42,8.72,8.84,7.73,11.52,12.58,11.72,11.31,11.98,10.94,13.34,12.17,13.54,11.07,14.61,18.81,19.33,16.35,14.37,15.85,17.49,15.13,16.9,14.92,21.89,22.29,24.23,24.05,21.14,21.15,22.02,20.71,23.08,18.67,29.02,28.54,26.63,26.72,29.21,27.81,27.28,29.07,26.95,25.29,46.1,41.56,34.64,46.07,43.13,44.32,42.58,43.81,41.22,31.21,57.33,56.9,62.02,63.6,70.17,65.72,62.23,59.53,66.96,74.89,131.26,106.23,118.35,110.9,165.85,100.98,109.19,123.79,107.06,86.12,773.26,411.36,273.73,985.07,465.46,392.14,399.91,319.16,354.5,264.3
194603,4.26,6.09,3.47,4.44,4.93,4.67,4.92,4.16,4.4,3.86,15.5,6.08,7.6,8.46,7.54,8.68,7.66,8.32,8.56,6.89,11.18,11.58,10.52,10.88,11.12,10.33,12.15,11.56,12.45,10.04,14.34,17.39,18.1,14.98,13.06,14.68,16.47,14,16.02,13.27,20.17,21.16,22.57,23.51,19.52,19.52,20.47,18.94,21,16.67,26.63,26.92,24.67,24.64,27.72,26.35,25.11,25.87,25.13,22.17,43.23,38.83,32.51,42.86,41.46,41,39.47,40.91,37.74,28.34,55.02,53.62,57.17,60.51,67.31,60.59,56.82,55.82,63.36,69.05,124.51,95.6,110.66,103.34,155.7,93.05,100.34,117.86,103.67,76.52,727.65,382.47,256.63,958.05,443.28,372.83,368.48,297.09,325.63,244.73
194604,4,5.37,3.6,4.53,5.19,4.79,5.28,4.21,4.54,4.06,14.14,6.83,7.78,8.85,7.8,9.25,7.68,8.96,9.14,6.74,11.33,11.61,10.75,11.64,11.6,10.99,12.93,12,12.68,10.14,14.81,18.61,19.98,16.38,13.19,15.77,18.25,15.15,17.03,13.82,21.35,23.41,24.96,24.04,20.05,21.07,21.4,21.11,22.18,17.37,27.34,28.28,26.86,26.62,30.8,28.72,27.43,27.82,25.77,23.98,49.63,42.98,34.53,47.06,43.24,45.11,41.01,46,39.38,27.99,59.15,56.9,61.97,64.36,73.13,64.65,58.26,58.72,67.88,72.12,131.74,98.94,116.05,113.65,176.11,99.95,105.81,127.84,115.25,79.48,756.76,403.11,268.66,978.58,473,401.74,396.42,320.27,335,248.55
